original_title,budget,release_date,revenue,runtime,vote_average,vote_count,cast,director,Action,Adventure,Fantasy,Science_Fiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TV,overview
Gangster Squad,60000000.0,2013-01-10,105200903.0,113.0,6.2,1778,"['Josh', 'Brolin', 'Ryan', 'Gosling', 'Nick', 'Nolte', 'Emma', 'Stone', 'Sean', 'Penn']",Ruben Fleischer,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['los', 'angeles', '1949', 'ruthless', 'brooklyn', 'born', 'mob', 'king', 'mickey', 'cohen', 'run', 'the', 'show', 'in', 'this', 'town', 'reaping', 'the', 'ill', 'gotten', 'gain', 'from', 'the', 'drug', 'the', 'gun', 'the', 'prostitute', 'and', 'if', 'he', 'ha', 'his', 'way', 'every', 'wire', 'bet', 'placed', 'west', 'of', 'chicago', 'and', 'he', 'doe', 'it', 'all', 'with', 'the', 'protection', 'of', 'not', 'only', 'his', 'own', 'paid', 'goon', 'but', 'also', 'the', 'police', 'and', 'the', 'politician', 'who', 'are', 'under', 'his', 'control', 'it', 's', 'enough', 'to', 'intimidate', 'even', 'the', 'bravest', 'street', 'hardened', 'cop', 'except', 'perhaps', 'for', 'the', 'small', 'secret', 'crew', 'of', 'lapd', 'outsider', 'led', 'by', 'sgt', 'john', 'o', 'mara', 'and', 'jerry', 'wooters', 'who', 'come', 'together', 'to', 'try', 'to', 'tear', 'cohen', 's', 'world', 'apart']"
Year One,60000000.0,2009-06-18,62357900.0,97.0,4.6,524,"['Jack', 'Black', 'Michael', 'Cera', 'Olivia', 'Wilde', 'Oliver', 'Platt', 'David', 'Cross']",Harold Ramis,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['when', 'a', 'couple', 'of', 'lazy', 'hunter', 'gatherer', 'are', 'banished', 'from', 'their', 'primitive', 'village', 'they', 'set', 'off', 'on', 'an', 'epic', 'journey', 'through', 'the', 'ancient', 'world']"
Invictus,60000000.0,2009-12-10,122233971.0,134.0,7.0,1125,"['Morgan', 'Freeman', 'Matt', 'Damon', 'Tony', 'Kgoroge', 'Patrick', 'Mofokeng', 'Matt', 'Stern']",Clint Eastwood,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"['newly', 'elected', 'president', 'nelson', 'mandela', 'know', 'his', 'nation', 'remains', 'racially', 'and', 'economically', 'divided', 'in', 'the', 'wake', 'of', 'apartheid', 'believing', 'he', 'can', 'bring', 'his', 'people', 'together', 'through', 'the', 'universal', 'language', 'of', 'sport', 'mandela', 'rally', 'south', 'africa', 's', 'rugby', 'team', 'a', 'they', 'make', 'their', 'historic', 'run', 'to', 'the', '1995', 'rugby', 'world', 'cup', 'championship', 'match']"
State of Play,60000000.0,2009-04-17,87784194.0,127.0,6.7,484,"['Russell', 'Crowe', 'Ben', 'Affleck', 'Rachel', 'McAdams', 'Robin', 'Wright', 'Jason', 'Bateman']",Kevin Macdonald,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['handsome', 'unflappable', 'u', 's', 'congressman', 'stephen', 'collins', 'is', 'the', 'future', 'of', 'his', 'political', 'party', 'an', 'honorable', 'appointee', 'who', 'serf', 'a', 'the', 'chairman', 'of', 'a', 'committee', 'overseeing', 'defense', 'spending', 'all', 'eye', 'are', 'upon', 'the', 'rising', 'star', 'to', 'be', 'his', 'party', 's', 'contender', 'for', 'the', 'upcoming', 'presidential', 'race', 'until', 'his', 'research', 'assistant', 'mistress', 'is', 'brutally', 'murdered', 'and', 'buried', 'secret', 'come', 'tumbling', 'out']"
Duplicity,78146652.0,2009-03-19,60000000.0,125.0,5.7,201,"['Clive', 'Owen', 'Julia', 'Roberts', 'Paul', 'Giamatti', 'Tom', 'Wilkinson', 'Lisa', 'Roberts', 'Gillan']",Tony Gilroy,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['two', 'romantically', 'engaged', 'corporate', 'spy', 'team', 'up', 'to', 'manipulate', 'a', 'corporate', 'race', 'to', 'corner', 'the', 'market', 'on', 'a', 'medical', 'innovation', 'that', 'will', 'reap', 'huge', 'profit', 'and', 'enable', 'them', 'to', 'lead', 'an', 'extravagant', 'lifestyle', 'together']"
My Favorite Martian,65000000.0,1999-02-11,36850101.0,94.0,5.1,80,"['Jeff', 'Daniels', 'Elizabeth', 'Hurley', 'Daryl', 'Hannah', 'Christopher', 'Lloyd', 'Wallace', 'Shawn']",Donald Petrie,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"['news', 'producer', 'tim', 'o', 'hara', 'get', 'himself', 'fired', 'for', 'unwillingly', 'compromising', 'his', 'boss', 'daughter', 'during', 'a', 'live', 'transmission', 'a', 'little', 'later', 'he', 'witness', 'the', 'crashing', 'of', 'a', 'small', 'martian', 'spacecraft', 'realizing', 'his', 'one', 'time', 'chance', 'of', 'delivering', 'a', 'story', 'that', 'will', 'rock', 'the', 'earth', 'since', 'tim', 'took', 'the', 'original', 'but', 'scaled', 'down', 'spaceship', 'with', 'him', 'the', 'martian', 'follows', 'him', 'to', 'retrieve', 'it']"
The Sentinel,60000000.0,2006-04-19,77920346.0,108.0,5.8,225,"['Michael', 'Douglas', 'Kiefer', 'Sutherland', 'Eva', 'Longoria', 'Martin', 'Donovan', 'Kim', 'Basinger']",Clark Johnson,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'secret', 'service', 'agent', 'is', 'framed', 'a', 'the', 'mole', 'in', 'an', 'assassination', 'attempt', 'on', 'the', 'president', 'he', 'must', 'clear', 'his', 'name', 'and', 'foil', 'another', 'assassination', 'attempt', 'while', 'on', 'the', 'run', 'from', 'a', 'relentless', 'fbi', 'agent']"
Planet 51,70000000.0,2009-11-19,104945765.0,91.0,5.6,556,"['Dwayne', 'Johnson', 'Seann', 'William', 'Scott', 'Jessica', 'Biel', 'Justin', 'Long', 'Gary', 'Oldman']",Jorge Blanco,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"['when', 'earth', 'astronaut', 'capt', 'chuck', 'baker', 'arrives', 'on', 'planet', '51', 'a', 'world', 'reminiscent', 'of', 'american', 'suburbia', 'circa', '1950', 'he', 'try', 'to', 'avoid', 'capture', 'recover', 'his', 'spaceship', 'and', 'make', 'it', 'home', 'safely', 'all', 'with', 'the', 'help', 'of', 'an', 'empathetic', 'little', 'green', 'being']"
Star Trek: Nemesis,60000000.0,2002-12-13,67312826.0,117.0,6.1,479,"['Patrick', 'Stewart', 'Jonathan', 'Frakes', 'Brent', 'Spiner', 'LeVar', 'Burton', 'Michael', 'Dorn']",Stuart Baird,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['en', 'route', 'to', 'the', 'honeymoon', 'of', 'william', 'riker', 'to', 'deanna', 'troi', 'on', 'her', 'home', 'planet', 'of', 'betazed', 'captain', 'jean', 'luc', 'picard', 'and', 'the', 'crew', 'of', 'the', 'u', 's', 's', 'enterprise', 'receives', 'word', 'from', 'starfleet', 'that', 'a', 'coup', 'ha', 'resulted', 'in', 'the', 'installation', 'of', 'a', 'new', 'romulan', 'political', 'leader', 'shinzon', 'who', 'claim', 'to', 'seek', 'peace', 'with', 'the', 'human', 'backed', 'united', 'federation', 'of', 'planet', 'once', 'in', 'enemy', 'territory', 'the', 'captain', 'and', 'his', 'crew', 'make', 'a', 'startling', 'discovery', 'shinzon', 'is', 'human', 'a', 'slave', 'from', 'the', 'romulan', 'sister', 'planet', 'of', 'remus', 'and', 'ha', 'a', 'secret', 'shocking', 'relationship', 'to', 'picard', 'himself']"
Intolerable Cruelty,60000000.0,2003-09-02,119940815.0,100.0,5.8,391,"['George', 'Clooney', 'Catherine', 'ZetaJones', 'Edward', 'Herrmann', 'Geoffrey', 'Rush', 'Richard', 'Jenkins']",Joel Coen,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"['a', 'revenge', 'seeking', 'gold', 'digger', 'marries', 'a', 'womanizing', 'beverly', 'hill', 'lawyer', 'with', 'the', 'intention', 'of', 'making', 'a', 'killing', 'in', 'the', 'divorce']"
Trouble with the Curve,38341022.03780454,2012-09-21,120640826.67822856,111.0,6.6,366,"['Clint', 'Eastwood', 'Amy', 'Adams', 'Justin', 'Timberlake', 'John', 'Goodman', 'Matthew', 'Lillard']",Robert Lorenz,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"['slowed', 'by', 'age', 'and', 'failing', 'eyesight', 'crack', 'baseball', 'scout', 'gu', 'lobel', 'take', 'his', 'grown', 'daughter', 'along', 'a', 'he', 'check', 'out', 'the', 'final', 'prospect', 'of', 'his', 'career', 'along', 'the', 'way', 'the', 'two', 'renew', 'their', 'bond', 'and', 'she', 'catch', 'the', 'eye', 'of', 'a', 'young', 'player', 'turned', 'scout']"
Edge of Darkness,80000000.0,2010-01-29,74901339.0,117.0,6.2,487,"['Mel', 'Gibson', 'Ray', 'Winstone', 'Danny', 'Huston', 'Shawn', 'Roberts', 'Denis', 'OHare']",Martin Campbell,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"['a', 'a', 'seasoned', 'homicide', 'detective', 'thomas', 'craven', 'ha', 'seen', 'the', 'bleakest', 'side', 'of', 'humanity', 'but', 'nothing', 'prepares', 'him', 'for', 'the', 'toughest', 'investigation', 'of', 'his', 'life', 'the', 'search', 'for', 'his', 'only', 'daughter', 'emma', 's', 'killer', 'now', 'he', 'is', 'on', 'a', 'personal', 'mission', 'to', 'uncover', 'the', 'disturbing', 'secret', 'surrounding', 'her', 'murder', 'including', 'corporate', 'corruption', 'government', 'collusion', 'and', 'emma', 's', 'own', 'mysterious', 'life']"
The Relic,60000000.0,1997-01-10,33956608.0,110.0,5.8,130,"['Penelope', 'Ann', 'Miller', 'Tom', 'Sizemore', 'Linda', 'Hunt', 'James', 'Whitmore', 'Clayton', 'Rohner']",Peter Hyams,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"['a', 'researcher', 'at', 'chicago', 's', 'natural', 'history', 'museum', 'return', 'from', 'south', 'america', 'with', 'some', 'crate', 'containing', 'his', 'finding', 'when', 'the', 'crate', 'arrive', 'at', 'the', 'museum', 'without', 'the', 'owner', 'there', 'appears', 'to', 'be', 'very', 'little', 'inside', 'however', 'police', 'discover', 'gruesome', 'murder', 'on', 'the', 'cargo', 'ship', 'that', 'brought', 'the', 'crate', 'to', 'the', 'u', 'and', 'then', 'another', 'murder', 'in', 'the', 'museum', 'itself']"
Analyze That,60000000.0,2002-12-06,55003135.0,96.0,5.7,380,"['Robert', 'De', 'Niro', 'Billy', 'Crystal', 'Lisa', 'Kudrow', 'Joe', 'Viterelli', 'Cathy', 'Moriarty']",Harold Ramis,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['the', 'mafia', 's', 'paul', 'vitti', 'is', 'back', 'in', 'prison', 'and', 'will', 'need', 'some', 'serious', 'counseling', 'when', 'he', 'get', 'out', 'naturally', 'he', 'return', 'to', 'his', 'analyst', 'dr', 'ben', 'sobel', 'for', 'help', 'and', 'find', 'that', 'sobel', 'need', 'some', 'serious', 'help', 'himself', 'a', 'he', 'ha', 'inherited', 'the', 'family', 'practice', 'a', 'well', 'a', 'an', 'excess', 'stock', 'of', 'stress']"
Righteous Kill,60000000.0,2008-09-11,73174566.0,101.0,5.9,375,"['Robert', 'De', 'Niro', 'Carla', 'Gugino', '', 'Cent', 'Al', 'Pacino', 'Donnie', 'Wahlberg']",Jon Avnet,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['two', 'veteran', 'new', 'york', 'city', 'detective', 'work', 'to', 'identify', 'the', 'possible', 'connection', 'between', 'a', 'recent', 'murder', 'and', 'a', 'case', 'they', 'believe', 'they', 'solved', 'year', 'ago', 'is', 'there', 'a', 'serial', 'killer', 'on', 'the', 'loose', 'and', 'did', 'they', 'perhaps', 'put', 'the', 'wrong', 'person', 'behind', 'bar']"
Mercury Rising,60000000.0,1998-04-03,120640826.67822856,111.0,6.0,368,"['Bruce', 'Willis', 'Alec', 'Baldwin', 'Miko', 'Hughes', 'Chi', 'McBride', 'Kim', 'Dickens']",Harold Becker,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['renegade', 'fbi', 'agent', 'art', 'jeffries', 'protects', 'a', 'nine', 'year', 'old', 'autistic', 'boy', 'who', 'ha', 'cracked', 'the', 'government', 's', 'new', 'unbreakable', 'code']"
The Soloist,60000000.0,2009-04-24,31720158.0,109.0,6.6,234,"['Robert', 'Downey', 'Jr', 'Jamie', 'Foxx', 'Catherine', 'Keener', 'Nelsan', 'Ellis', 'Michael', 'Bunin']",Joe Wright,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'los', 'angeles', 'journalist', 'befriends', 'a', 'homeless', 'juilliard', 'trained', 'musician', 'while', 'looking', 'for', 'a', 'new', 'article', 'for', 'the', 'paper']"
The Legend of Bagger Vance,80000000.0,2000-11-02,39459427.0,126.0,6.3,251,"['Matt', 'Damon', 'Bruce', 'McGill', 'Charlize', 'Theron', 'Will', 'Smith', 'Joel', 'Gretsch']",Robert Redford,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['world', 'war', 'i', 'ha', 'left', 'golfer', 'rannulph', 'junuh', 'a', 'poker', 'playing', 'alcoholic', 'his', 'perfect', 'swing', 'gone', 'now', 'however', 'he', 'need', 'to', 'get', 'it', 'back', 'to', 'play', 'in', 'a', 'tournament', 'to', 'save', 'the', 'financially', 'ravaged', 'golf', 'course', 'of', 'a', 'long', 'ago', 'sweetheart', 'help', 'arrives', 'in', 'the', 'form', 'of', 'mysterious', 'caddy', 'bagger', 'vance']"
Almost Famous,60000000.0,2000-09-15,47383689.0,122.0,7.4,797,"['Kate', 'Hudson', 'Billy', 'Crudup', 'Frances', 'McDormand', 'Jason', 'Lee', 'Patrick', 'Fugit']",Cameron Crowe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"['almost', 'famous', 'is', 'an', 'autobiographical', 'inspired', 'film', 'about', 'a', '15', 'year', 'old', 'who', 'is', 'hired', 'by', 'rolling', 'stone', 'magazine', 'to', 'follow', 'and', 'interview', 'a', 'rock', 'band', 'during', 'their', 'tour', 'a', 'film', 'about', 'growing', 'up', 'first', 'love', 'disappointment', 'and', 'the', 'life', 'of', 'a', 'rock', 'star']"
Garfield: A Tail of Two Kitties,38341022.03780454,2006-06-15,141702264.0,78.0,5.1,464,"['Bill', 'Murray', 'Jennifer', 'Love', 'Hewitt', 'Billy', 'Connolly', 'Ian', 'Abercrombie', 'Breckin', 'Meyer']",Tim Hill,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,"['garfield', 'is', 'back', 'and', 'this', 'time', 'garfield', 'and', 'his', 'canine', 'sidekick', 'odie', 'follows', 'their', 'owner', 'jon', 'arbuckle', 'to', 'england', 'the', 'u', 'k', 'may', 'never', 'recover', 'a', 'garfield', 'is', 'mistaken', 'for', 'a', 'look', 'alike', 'regal', 'cat', 'who', 'ha', 'inherited', 'a', 'castle']"
xXx: State of the Union,60000000.0,2005-04-27,71073932.0,101.0,4.7,549,"['Ice', 'Cube', 'Samuel', 'L', 'Jackson', 'Willem', 'Dafoe', 'Scott', 'Speedman', 'Peter', 'Strauss']",Lee Tamahori,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"['ice', 'cube', 'star', 'a', 'darius', 'stone', 'a', 'thrill', 'seeking', 'troublemaker', 'whose', 'criminal', 'record', 'and', 'extreme', 'sport', 'obsession', 'make', 'him', 'the', 'perfect', 'candidate', 'to', 'be', 'the', 'newest', 'xxx', 'agent', 'he', 'must', 'save', 'the', 'u', 's', 'government', 'from', 'a', 'deadly', 'conspiracy', 'led', 'by', 'five', 'star', 'general', 'and', 'secretary', 'of', 'defense', 'george', 'deckert', 'played', 'by', 'willem', 'dafoe']"
Priest,60000000.0,2011-05-05,78309131.0,87.0,5.4,692,"['Paul', 'Bettany', 'Karl', 'Urban', 'Cam', 'Gigandet', 'Maggie', 'Q', 'Lily', 'Collins']",Scott Stewart,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['in', 'an', 'alternate', 'world', 'humanity', 'and', 'vampire', 'have', 'warred', 'for', 'century', 'after', 'the', 'last', 'vampire', 'war', 'the', 'veteran', 'warrior', 'priest', 'life', 'in', 'obscurity', 'with', 'other', 'human', 'inside', 'one', 'of', 'the', 'church', 's', 'walled', 'city', 'when', 'the', 'priest', 's', 'niece', 'is', 'kidnapped', 'by', 'vampire', 'the', 'priest', 'break', 'his', 'vow', 'to', 'hunt', 'them', 'down', 'he', 'is', 'accompanied', 'by', 'the', 'niece', 's', 'boyfriend', 'who', 'is', 'a', 'wasteland', 'sheriff', 'and', 'a', 'former', 'warrior', 'priestess']"
Sinbad: Legend of the Seven Seas,60000000.0,2003-07-02,26288320.0,86.0,6.6,372,"['Brad', 'Pitt', 'Catherine', 'ZetaJones', 'Michelle', 'Pfeiffer', 'Joseph', 'Fiennes', 'Dennis', 'Haysbert']",Tim Johnson,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"['the', 'sailor', 'of', 'legend', 'is', 'framed', 'by', 'the', 'goddess', 'eris', 'for', 'the', 'theft', 'of', 'the', 'book', 'of', 'peace', 'and', 'must', 'travel', 'to', 'her', 'realm', 'at', 'the', 'end', 'of', 'the', 'world', 'to', 'retrieve', 'it', 'and', 'save', 'the', 'life', 'of', 'his', 'childhood', 'friend', 'prince', 'proteus']"
Event Horizon,60000000.0,1997-08-15,26673242.0,96.0,6.5,742,"['Laurence', 'Fishburne', 'Sam', 'Neill', 'Kathleen', 'Quinlan', 'Joely', 'Richardson', 'Richard', 'T', 'Jones']",Paul W.S. Anderson,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"['in', 'the', 'year', '2047', 'a', 'group', 'of', 'astronaut', 'are', 'sent', 'to', 'investigate', 'and', 'salvage', 'the', 'long', 'lost', 'starship', 'event', 'horizon', 'the', 'ship', 'disappeared', 'mysteriously', '7', 'year', 'before', 'on', 'it', 'maiden', 'voyage', 'and', 'with', 'it', 'return', 'come', 'even', 'more', 'mystery', 'a', 'the', 'crew', 'of', 'the', 'lewis', 'and', 'clark', 'discover', 'the', 'real', 'truth', 'behind', 'it', 'disappearance', 'and', 'something', 'even', 'more', 'terrifying']"
Dragonfly,60000000.0,2002-02-22,52322400.0,104.0,6.1,204,"['Kevin', 'Costner', 'Joe', 'Morton', 'Ron', 'Rifkin', 'Susanna', 'Thompson', 'Kathy', 'Bates']",Tom Shadyac,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'grieving', 'doctor', 'is', 'being', 'contacted', 'by', 'his', 'late', 'wife', 'through', 'his', 'patient', 'near', 'death', 'experience']"
The Black Dahlia,50000000.0,2006-09-15,49111202.0,121.0,5.7,287,"['Josh', 'Hartnett', 'Scarlett', 'Johansson', 'Aaron', 'Eckhart', 'Hilary', 'Swank', 'Mia', 'Kirshner']",Brian De Palma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['lee', 'blanchard', 'and', 'bucky', 'bleichert', 'are', 'former', 'boxer', 'turned', 'cop', 'in', '1940s', 'los', 'angeles', 'and', 'when', 'an', 'aspiring', 'young', 'actress', 'turn', 'up', 'dead', 'blanchard', 'and', 'bleichert', 'must', 'grapple', 'with', 'corruption', 'narcissism', 'stag', 'film', 'and', 'family', 'madness', 'a', 'they', 'pursue', 'the', 'killer']"
Flyboys,60000000.0,2006-09-22,17800000.0,140.0,6.3,271,"['James', 'Franco', 'David', 'Ellison', 'Jean', 'Reno', 'Philip', 'Winchester', 'Abdul', 'Salis']",Tony Bill,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"['the', 'adventure', 'of', 'the', 'lafayette', 'escadrille', 'young', 'american', 'who', 'volunteered', 'for', 'the', 'french', 'military', 'before', 'the', 'u', 's', 'entered', 'world', 'war', 'i', 'and', 'became', 'the', 'country', 's', 'first', 'fighter', 'pilot']"
The Last Castle,72000000.0,2001-10-19,27642707.0,131.0,7.0,285,"['Robert', 'Redford', 'James', 'Gandolfini', 'Mark', 'Ruffalo', 'Steve', 'Burton', 'Delroy', 'Lindo']",Rod Lurie,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['a', 'court', 'martialed', 'general', 'rally', 'together', '1200', 'inmate', 'to', 'rise', 'against', 'the', 'system', 'that', 'put', 'him', 'away']"
Supernova,90000000.0,2000-01-14,14828081.0,91.0,4.9,109,"['James', 'Spader', 'Angela', 'Bassett', 'Robert', 'Forster', 'Lou', 'Diamond', 'Phillips', 'Peter', 'Facinelli']",Walter Hill,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['set', 'in', 'the', '22nd', 'century', 'when', 'a', 'battered', 'salvage', 'ship', 'sends', 'out', 'a', 'distress', 'signal', 'the', 'seasoned', 'crew', 'of', 'the', 'rescue', 'hospital', 'ship', 'nova', '17', 'responds', 'what', 'they', 'find', 'is', 'a', 'black', 'hole', 'that', 'threatens', 'to', 'destroy', 'both', 'ship', 'and', 'a', 'mysterious', 'survivor', 'whose', 'body', 'quickly', 'mutates', 'into', 'a', 'monstrous', 'and', 'deadly', 'form']"
Winter's Tale,60000000.0,2014-02-13,30800231.0,118.0,6.0,487,"['Colin', 'Farrell', 'Jessica', 'Brown', 'Findlay', 'Russell', 'Crowe', 'William', 'Hurt', 'Jennifer', 'Connelly']",Akiva Goldsman,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['a', 'burglar', 'fall', 'for', 'an', 'heiress', 'a', 'she', 'dy', 'in', 'his', 'arm', 'when', 'he', 'learns', 'that', 'he', 'ha', 'the', 'gift', 'of', 'reincarnation', 'he', 'set', 'out', 'to', 'save', 'her']"
The Mortal Instruments: City of Bones,60000000.0,2013-08-21,90565421.0,130.0,6.2,1602,"['Lily', 'Collins', 'Jamie', 'Campbell', 'Bower', 'Kevin', 'Zegers', 'Jemima', 'West', 'Robert', 'Sheehan']",Harald Zwart,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"['in', 'new', 'york', 'city', 'clary', 'fray', 'a', 'seemingly', 'ordinary', 'teenager', 'learns', 'that', 'she', 'is', 'descended', 'from', 'a', 'line', 'of', 'shadowhunters', 'half', 'angel', 'warrior', 'who', 'protect', 'humanity', 'from', 'evil', 'force', 'after', 'her', 'mother', 'disappears', 'clary', 'join', 'force', 'with', 'a', 'group', 'of', 'shadowhunters', 'and', 'enters', 'downworld', 'an', 'alternate', 'realm', 'filled', 'with', 'demon', 'vampire', 'and', 'a', 'host', 'of', 'other', 'creature', 'clary', 'and', 'her', 'companion', 'must', 'find', 'and', 'protect', 'an', 'ancient', 'cup', 'that', 'hold', 'the', 'key', 'to', 'her', 'mother', 's', 'future']"
Meet Dave,60000000.0,2008-07-08,50650079.0,90.0,5.0,371,"['Eddie', 'Murphy', 'Elizabeth', 'Banks', 'Gabrielle', 'Union', 'Scott', 'Caan', 'Ed', 'Helms']",Brian Robbins,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"['a', 'crew', 'of', 'miniature', 'alien', 'operate', 'a', 'spaceship', 'that', 'ha', 'a', 'human', 'form', 'while', 'trying', 'to', 'save', 'their', 'planet', 'the', 'alien', 'encounter', 'a', 'new', 'problem', 'a', 'their', 'ship', 'becomes', 'smitten', 'with', 'an', 'earth', 'woman']"
Dark Water,30000000.0,2005-06-27,25473093.0,105.0,5.3,274,"['Jennifer', 'Connelly', 'John', 'C', 'Reilly', 'Tim', 'Roth', 'Dougray', 'Scott', 'Pete', 'Postlethwaite']",Walter Salles,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"['dahlia', 'williams', 'and', 'her', 'daughter', 'cecelia', 'move', 'into', 'a', 'rundown', 'apartment', 'on', 'new', 'york', 's', 'roosevelt', 'island', 'she', 'is', 'currently', 'in', 'midst', 'of', 'divorce', 'proceeding', 'and', 'the', 'apartment', 'though', 'near', 'an', 'excellent', 'school', 'for', 'her', 'daughter', 'is', 'all', 'she', 'can', 'afford', 'from', 'the', 'time', 'she', 'arrives', 'there', 'are', 'mysterious', 'occurrence', 'and', 'there', 'is', 'a', 'constant', 'drip', 'from', 'the', 'ceiling', 'in', 'her', 'daughter', 's', 'bedroom']"
Edtv,80000000.0,1999-03-26,120640826.67822856,122.0,5.7,166,"['Matthew', 'McConaughey', 'Woody', 'Harrelson', 'Sally', 'Kirkland', 'Jenna', 'Elfman', 'Martin', 'Landau']",Ron Howard,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['video', 'store', 'clerk', 'ed', 'agrees', 'to', 'have', 'his', 'life', 'filmed', 'by', 'a', 'camera', 'crew', 'for', 'a', 'tv', 'network']"
Inkheart,60000000.0,2008-12-11,57490374.0,106.0,6.0,592,"['Brendan', 'Fraser', 'Sienna', 'Guillory', 'Andy', 'Serkis', 'Eliza', 'Bennett', 'Paul', 'Bettany']",Iain Softley,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"['the', 'adventure', 'of', 'a', 'father', 'and', 'his', 'young', 'daughter', 'in', 'their', 'search', 'for', 'a', 'long', 'lost', 'book', 'that', 'will', 'help', 'reunite', 'a', 'missing', 'close', 'relative']"
The Spirit,60000000.0,2008-12-25,39031337.0,103.0,4.7,320,"['Gabriel', 'Macht', 'Scarlett', 'Johansson', 'Samuel', 'L', 'Jackson', 'Eva', 'Mendes', 'Paz', 'Vega']",Frank Miller,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"['down', 'these', 'mean', 'street', 'a', 'man', 'must', 'come', 'a', 'hero', 'born', 'murdered', 'and', 'born', 'again', 'when', 'a', 'rookie', 'cop', 'named', 'denny', 'colt', 'return', 'from', 'the', 'beyond', 'a', 'the', 'spirit', 'a', 'hero', 'whose', 'mission', 'is', 'to', 'fight', 'against', 'the', 'bad', 'force', 'from', 'the', 'shadow', 'of', 'central', 'city', 'the', 'octopus', 'who', 'kill', 'anyone', 'unfortunate', 'enough', 'to', 'see', 'his', 'face', 'who', 'ha', 'other', 'plan', 'he', 's', 'going', 'to', 'wipe', 'out', 'the', 'entire', 'city']"
Mortdecai,60000000.0,2015-01-21,30418560.0,106.0,5.4,1055,"['Johnny', 'Depp', 'Gwyneth', 'Paltrow', 'Ewan', 'McGregor', 'Paul', 'Bettany', 'Olivia', 'Munn']",David Koepp,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"['art', 'dealer', 'charles', 'mortdecai', 'search', 'for', 'a', 'stolen', 'painting', 'rumored', 'to', 'contain', 'a', 'secret', 'code', 'that', 'gain', 'access', 'to', 'hidden', 'nazi', 'gold']"
